comment,complaint_cluster
الاكل وحش جداااااا ومنقوشه الفراخ مافيهاش فراخ والكفته زيها بجد مستوى سئ اوى,جودة_المنتج
الاكل سئ جداااااا اسؤ ما يكون ندمت اني جبت اكل,
الاكل ممتاز جدا .. الا منقوشه البيض والجبن.. ناشفه و مافيش طعم للبيض بس باقي المناقيش ممتازه و لذيذه,
حضرتك الاوردر سيئ جدا والعيش مش فريش خالص وناشف ويتقطع مع اني كنت حطيت ملاحظه ان عاوزه العيش فريش مش راضيه خالص عن الاوردر ودي مش اول مره اتعامل معاكو,
😍😍,
كان زفر,
perfrct,
بارد ومش حلووو,
مجاش,
❤️,
زفت,
لما اتحط تحت ضغط فشل,
الاكل نضيف جدا والكمية معقولة جدا في مقابل السعر اكيد سوف اكرر الطلب منهم مرات اخرى,
منقوشة الجبنة الحلوم كانت عجين فقط,
حلو والتغليف محترم,
اللهي يسد نفسكم و رزقكم علشان النكد اللي نكدتوه علي الواحد ٣ ساعات توصيل عموما اخر مرة يا متخلفين و باذن الله نسمع انكم قفلتم قريب,
اسوء مرة طلبت فيها من المطعم,
الاكل كان حلو لكنه مكنش سخن,
المنقوشة السجق بالجبنة نمرة واحد عنده ، الهوت دوج جميلة ، الروزبيف حلو و فيها لحمة باردة حقيقية مش لانشون ، هو كل طلباته حلوة الصراحة ، بس عيبه ان مستواه مش ثابت و ساعات بيعمل حاجات غريبة جدا ، جابلي مرة منقوشة الهوت دوج من غير هوت دوج ، و مرة يحرق ا...,
اقسم بالله اوحش سندويتشات طلبتها فحياتي و هحذر كل الناس من أنها تتعامل معاكم,جودة_المنتج
الاوردر جيه منقوشه شوكولاته بدون موز,
اسوء مره اكل فيها شاورما المنقوشه عباره عن عجين بس ومفيش حشو,
شكرا لعامل منيوز ..ادب و اخلاق,
طلبت بدون مخلل وللاسف الاوردر جه فيه مخلل,
توصيل الاورد سئ الديلفري مش طايق نفسه و الاكل مش مكتوب عليه و مع الاوردر الكبير كله اتلخبط,
overpriced,
سىء جدا,
المره دي الاكل وحش جدا وعيش المنقوشه بايت ومعجبنيش ابدا,جودة_المنتج
Great👍,
الاوردر متأخر ساعة الا ربع،،،.اول و اخر مرة اطلب منكم,
الأسعار غالية جدا، منقوشتين زعتر وجبنة + شاورما فراخ ب 113؟! ليه؟! صحيح طعمهم حلو بس مش وهمي الحمام نظيف ولكن بدون ماء ولا كلينكس تجربة وعدت!,السعر
الاكل كان طعمه حلو اوي و التوصيل كان سريع ❤️,
الساندوتش طعمه جميل جدااا وحجمه مناسب جدا جدا جدا...وده من جديد علي منقوشه,
v.good,
الاكل كان سئ جدا جدا ... انا كنت طالبة منقوشة فاهيتا وكان طعمها حمضان ومر لدرجة ساندوتش الجبنة أحسن منها بمراحل ... وآخر تعامل ليا مع المطعم ده,
السندوتشات حجمها بقي صغير XXL,
ممتاز بصراحه دسم و مناسب جدا لاسعاره الحاليه,
الغلط عندي عشان ماقريتش تعليقات الناس اللي اشترت قبلي ، الأوردر مدفوع و وصل ناقص صنف و طابع ايصال بالمبعوت بس ، خدمة العملاء قال ان المطعم مش بيرد ع التليفون و هايرجع مبلغ الصنف في محفظة البرنامج (اسهل رد) ، زهقت من منقوشة .,منتج_غير_مكتمل
طلبت مناقيش ، بس ال وصلى ملهوش علاقه بالمناقيش ، يعنى لا عجينه ولا حشو صح ولا حلو اصلا ، انا بجيب من اكتوبر واقل فى السعر واحلى مليون مره ، لكن ال جالى دا محدش عايز ياكله اصلا,
كارثة بجد الاكل اتاخر ساعتين ونص وموصلتش لحل والاكل جية بارد وطعمة سىء جدا اسواء تجربة,
اللحوم سيأه جدا و طعم الاكل رديء جدا ، حرام عليكم بوظتم المطعم والله .انصحكم تبيعوا المطعم لي حد بيفهم او غيروا الادارة,جودة_المنتج
مطعم قذرررررر و لسه طالبه اوردر جالي وحش جدا,جودة_المنتج
لو في اقل من الصفر ياخدوها و الله ، الاوردر مطلوب من ساعتين و لسه لحد دلوقتي مجاش,
و اقل من الصفر طالبه اوردر الساعه ٣ فجر النهارده و اتكتب انه اتقبل و انه ليتحضر و فى طريقه للتسليم و استنيت لحد الفجر و فجاءه اتكتب انه اتسلم و لا جه و لا حد اعتذر عن انه يجى عيب كده المفروض انكوا محل محترم,
طالبين سحور قبل الساعة ١٢ و المفروض كان يجى على ١ مثلا، لحد الساعة ٢،١٥ مجاش حاجة، و كل ماكلم الفرع يردوا و يرفعوا الخط، و مجاليش الاوردر فى الاخر، و حتى لو كان جيه مكنتش هاستلمه، مش هاخد اكل مقرف و بارد فى الاخر، المشكلة انه سحور و لازم يجى فى معاده...,
اسوء اكل ممن حد يتخيله .. طلبت منقوشه دجاج سبيشال اللي المفروض التوب عندهم جالي حاجه كده قذره اولا بارده جدا ومحروقه من اولها لاخرها وده دليل على انها كانت بايته عندهم مثلا وحاولوا يسخنوها تاني ثانيا الفراخ نفسها لا طعم ولا تتبيله وحاجه بشعه فعلا ...,
اسعار مبالغ فيها وطعم سيئ الاسم سوري بس اكيد صاحب المطعم مصري,السعر
منقوشة الزعتر سيئة جدا جدا جدا مثل التراب مع عجينة شبة الرقاق الناشف… حتى التومية سيئة و الاسعار غالية جدا على الجودة .,السعر
ضربت مشوار ابن مرة عشان فالاخر الاقي كشك منتن و بينشو كمان... الحمدلله اني مطلبتش حاجه,
منقوشه فرع البطل احمد المهندسين يوم الاثنين 3-9-2018 الساعه 9 الصبح. --طلبنا منه اوردر في جاردن سيتي و كنت مقاطعه بقالي سنين كتير عشان تدني مستوي الخدمه و الاسعار المبالغ فيها و بعد اخر تجربه رأيي زى ما هو بس هو اجمد حاجه فيه انه فاتح 24 ساعه و دى ح...,السعر
انا كل تعاملي كان مع فرع جامعة الدول. الأسعار مش منطقية خالص ومبالغ فيها إلى الحد اللي ممكن نعتبره سرقة. المناقيش من أسهل وأرخص الأكلات اللي ممكن تتجهز فإيه السر ورا الغلاء ده؟ إما فشل إداري او قصر نظر. بالنسبة للأكل فأنا فعلا مأكلتش مناقيش بالبشاعة ...,السعر
أسوأ منقوشة جاتلي من عندهم و كمان واصلة باردة???? سدوا نفسي ????,
انا لسة طالبة اوردر من تلات ايام و جالي من فرع مصر الجديدة كان اتنين منقوشة فراخ سبيسيال و اتنين هوت دوج بالموتزريلا و جالي الاوردر بعد ساعة و نص و بعد كل دة كان ابشع اكل اكلتة فى حياتي المشروم كان بايظ و جالي تسمم و انا حامل حسبي الله و نعم الوكيل ف...,
اللحم بعجين عباره عن طماطم بعجين للاسف سيء للغاية,
كله حاجة حلوة بس زودوا الحشو شوية,
جربت المنقوشه بالفراخ و اسويت كورن كانت لذيذه بس سبايسى اوى باقى الانواع كانت عاديه,
رائعه بيملو المنقوشه بالحشو كميه كبيره جبنه و المكونات بتاعت السندوتش و الطعم فوق الرائع و احلي حاجه عندهم فراخ سبيشيال,
فرع المعادي جربت عنده منقوشة الفراخ مكنتش حلوة نهائي,
الأكلات السوري كالعاده جميله . منقوشه الجبنه و الزعتر حلوه اوى و هي المفضله عندي . السعر معقول . المكان نضيف و الستاف كمان,
