comment,complaint_cluster
"A family of 4 persons is now suffering from food poisoning since last night. Also, I was charged more than the order total shown on the app, although I applied a promo code. One of the worst experiences that will be legally taken further!",
"The delivery was good and polite. However, for the food, i requested to remove olives and jalapeños (written both in Arabic and English) yet the supersupreme pizza had olives",
bad services bad appreciation from the support chat service and mainly from the delivery person who take two hours to deliver my order. kindly noted that i order from the restaurant dirlecty which takes only 30 mins and delivered before elmenus,
"the pizza is very small and has barely any chicken on it, I felt like I was eating dough only",
Delicious,
I ordered cheese lovers ranch but one pizza has very small ranch amount and the other has no ranch at all. The order was messy and the pizza appear to have fallen while delivering.,
very poor topping portion compared to the price,
Pizza was good but the potatoes were cold,
expensive and no nonexistent amount of chicken wont buy again,price
Very expensive but small portions not as expensive,price
Not fast delivery and not experience,
please check comments or special requests driver was really bad,
so bad,
Delicious food,
"We liked the chicken fajitas, but the chicken ranch and cheese were a bit below the bar. Excellent service though. Thanks!",
"The worst pizza ever, tasteless literally",
The toppings were waaaay over the top it looked disgusting it looked like they spilled all the leftovers on my pizza,
Super supreme pizza needs more salsa Ranch pizza need more ranch sauce,
Horrible Ingredients,
worst didn't like it at all and took them almost 2 hours to deliver,
it tasted like it went bad/expired,
The vegetables was un cooked and tasted horrible,
Was cold and megaled,
"I ordered one pan and another one thin or Italian, both delivered pan!! Plus, they put on toppings too much mozzarella cheese and very limited other things.",
Cold food,
wrong order terrible taste,
"Food came late, pizza was cold and tasteless. Also they forgot to add cheese garlic bread that I ordered. Overall, I paid 480 for terrible tasteless food.",
"Terrible pizza, doesn't taste good at all",
delivered wrong item,Wrong_item
Perfect,
very slow delivery,Delivery
coca cola is mokat3a,
Very cold pizza,
the order was missing 1 wing,
delicious 😋,
The food was delivered cold and very late… the pizza was almost all bread not nearly enough toppings. Very poor quality and terrible taste.,Quality
midum was very small,
"Cold, tastes bad and poor preparation",
"late delivery, cold food",Delivery
It was soggy too much cheese I took a picture but I don’t see where to upload it to,
pizza was cold,
Too Chilli,
the order was wrong as i ordered cheese lovers pizza and i got 2 margritta instead of cheese lovers plus i ordererd juice and i revived coca,
very bad and empty ingredients,
Pizza is very small & wasn't hot,
the delivery was very late and the branch called me to deliver the order hot once prepared. I did not eat the food yet to decide,
It was delicious & yummy but its too small,
"Order is very bad .. low quality cheese, very bad taste also very late delivery HIGHLY NOT RECOMMENDED",Quality Delivery
Very spicy,
pizza tastes horrible I added ranch sause but they didn't add even though I payed for it quantity and taste of shrimps and calemaries are horrible.,
The toppings of the pizza and the cheese type weren’t nice quality,
Not bad. Slightly undercooked and the use Use soggy canned mushrooms changes the taste and gives a weird mouthfeel.,
"found a piece of metal in the pizza, don't order from here....",
totally mess. elmenus worst food delivery,
he got fanta instead of golden coca cola,
The sauce on the pizza wasn’t enough. It was an extremely tiny amount!,
didnt get my bbq pizza,
"i called the driver he said he's not going to deliver my order because there is another bigger order which seems to be more important than mine , this is very disturbing and unprofessional..so i decided to go pick up my own food frm restaurant now he",
The driver’s attitude was very rude and unacceptable,
became so small,
"The dough was hard, it wasn't fresh, the cheese was hard and the ranch sauce wasn't ranch and there was no chicken. I found a piece of paper in the pizza ...it was the worst order I've ever received from pizza master.",
Good quality and price,
Pizza vey bad,
worst pizza,
I wrote I need no jalapeno and it came with jalapeno,
Cold,
Worst pizza ever and order came without the pepsi and salad that I paid for.,
worst pizza ever,
"too much coleslaw for a small portion, but over all not bad.",
the worst taste for a pizza ever the chicken on top smelled very bad like a messed up tona and quality of the pizza has been so bad I wasn't expecting this taste and this bad experience the salad bar also was packed in a bad way and it was spelled,
it doesn't taste good and the medium pizza looks like small,
I ordered 3 pizza they got me different topings,
I didn't receive my order and didn't refund my cash back,
Sad,
Took 2 hours and the order wasn’t hot,
Nice,
salad packing was awful,
Everytime the drink comes wrong.,
i could have walked to the restaurant and grabbed my order and it would still be faster than your app .. the food was cold,
it was supposed to be Ranch cheese lover and the one I got has no Ranch sauce,
Very good,
no comment,
very low cheese topping,
The pizza this time was really bad.. tasteless.. too much cheese and it wasn't supersupreme as we ordered it,
"The delivery was very late , the food was cold , worst experience ever and it was in ramadan and i ordered 4 hours ahead",
"I ordered fanta orange instead of cola and then it came cola, they always do this thing without ask the customer first even if fanta orange doesn’t exist.",
wrong order didn't accept it.,
they used bad kind of cheese... it tases awful,
good chicken ranch pizza,
Delivery person attitude was bad.,
Poor topping,
Amazing,
"Driver was so rude he refuses to close the door and keep yelling at me , also food was late 1 hour and delivery was wearing talabat bag ???definitely worst experience ever",
